"Leicester","[1, 'EVE (H)', 1]","[2, 'CHE (A)', 3]","['31 Aug 16:00', 'Gameweek 3', 'Arsenal (H)']","['13 Sep 15:00', 'Gameweek 4', 'Stoke (A)']","['21 Sep 13:30', 'Gameweek 5', 'Man Utd (H)']","['27 Sep 15:00', 'Gameweek 6', 'Crystal Palace (A)']","['04 Oct 15:00', 'Gameweek 7', 'Burnley (H)']","['18 Oct 15:00', 'Gameweek 8', 'Newcastle (A)']","['25 Oct 17:30', 'Gameweek 9', 'Swansea (A)']","['01 Nov 15:00', 'Gameweek 10', 'West Brom (H)']","['08 Nov 15:00', 'Gameweek 11', 'Southampton (A)']","['22 Nov 15:00', 'Gameweek 12', 'Sunderland (H)']","['29 Nov 15:00', 'Gameweek 13', 'QPR (A)']","['02 Dec 19:45', 'Gameweek 14', 'Liverpool (H)']","['06 Dec 15:00', 'Gameweek 15', 'Aston Villa (A)']","['13 Dec 15:00', 'Gameweek 16', 'Man City (H)']","['20 Dec 15:00', 'Gameweek 17', 'West Ham (A)']","['26 Dec 15:00', 'Gameweek 18', 'Spurs (H)']","['28 Dec 15:00', 'Gameweek 19', 'Hull (A)']","['01 Jan 15:00', 'Gameweek 20', 'Liverpool (A)']","['10 Jan 15:00', 'Gameweek 21', 'Aston Villa (H)']","['17 Jan 15:00', 'Gameweek 22', 'Stoke (H)']","['31 Jan 15:00', 'Gameweek 23', 'Man Utd (A)']","['07 Feb 15:00', 'Gameweek 24', 'Crystal Palace (H)']","['10 Feb 19:45', 'Gameweek 25', 'Arsenal (A)']","['21 Feb 15:00', 'Gameweek 26', 'Everton (A)']","['28 Feb 15:00', 'Gameweek 27', 'Chelsea (H)']","['04 Mar 19:45', 'Gameweek 28', 'Man City (A)']","['14 Mar 15:00', 'Gameweek 29', 'Hull (H)']","['21 Mar 15:00', 'Gameweek 30', 'Spurs (A)']","['04 Apr 15:00', 'Gameweek 31', 'West Ham (H)']","['11 Apr 15:00', 'Gameweek 32', 'West Brom (A)']","['18 Apr 15:00', 'Gameweek 33', 'Swansea (H)']","['25 Apr 15:00', 'Gameweek 34', 'Burnley (A)']","['02 May 15:00', 'Gameweek 35', 'Newcastle (H)']","['09 May 15:00', 'Gameweek 36', 'Southampton (H)']","['16 May 15:00', 'Gameweek 37', 'Sunderland (A)']","['24 May 15:00', 'Gameweek 38', 'QPR (H)']"
"Liverpool","[1, 'SOU (H)', 0]","[2, 'MCI (A)', 0]","['25 Aug 20:00', 'Gameweek 2', 'Man City (A)']","['31 Aug 13:30', 'Gameweek 3', 'Spurs (A)']","['13 Sep 17:30', 'Gameweek 4', 'Aston Villa (H)']","['20 Sep 17:30', 'Gameweek 5', 'West Ham (A)']","['27 Sep 12:45', 'Gameweek 6', 'Everton (H)']","['04 Oct 15:00', 'Gameweek 7', 'West Brom (H)']","['19 Oct 13:30', 'Gameweek 8', 'QPR (A)']","['25 Oct 15:00', 'Gameweek 9', 'Hull (H)']","['01 Nov 12:45', 'Gameweek 10', 'Newcastle (A)']","['08 Nov 12:45', 'Gameweek 11', 'Chelsea (H)']","['23 Nov 13:30', 'Gameweek 12', 'Crystal Palace (A)']","['29 Nov 15:00', 'Gameweek 13', 'Stoke (H)']","['02 Dec 19:45', 'Gameweek 14', 'Leicester (A)']","['06 Dec 15:00', 'Gameweek 15', 'Sunderland (H)']","['13 Dec 15:00', 'Gameweek 16', 'Man Utd (A)']","['20 Dec 15:00', 'Gameweek 17', 'Arsenal (H)']","['26 Dec 15:00', 'Gameweek 18', 'Burnley (A)']","['28 Dec 15:00', 'Gameweek 19', 'Swansea (H)']","['01 Jan 15:00', 'Gameweek 20', 'Leicester (H)']","['10 Jan 15:00', 'Gameweek 21', 'Sunderland (A)']","['17 Jan 15:00', 'Gameweek 22', 'Aston Villa (A)']","['31 Jan 15:00', 'Gameweek 23', 'West Ham (H)']","['07 Feb 15:00', 'Gameweek 24', 'Everton (A)']","['10 Feb 20:00', 'Gameweek 25', 'Spurs (H)']","['21 Feb 15:00', 'Gameweek 26', 'Southampton (A)']","['28 Feb 15:00', 'Gameweek 27', 'Man City (H)']","['03 Mar 20:00', 'Gameweek 28', 'Burnley (H)']","['14 Mar 15:00', 'Gameweek 29', 'Swansea (A)']","['21 Mar 15:00', 'Gameweek 30', 'Man Utd (H)']","['04 Apr 15:00', 'Gameweek 31', 'Arsenal (A)']","['11 Apr 15:00', 'Gameweek 32', 'Newcastle (H)']","['18 Apr 15:00', 'Gameweek 33', 'Hull (A)']","['25 Apr 15:00', 'Gameweek 34', 'West Brom (A)']","['02 May 15:00', 'Gameweek 35', 'QPR (H)']","['09 May 15:00', 'Gameweek 36', 'Chelsea (A)']","['16 May 15:00', 'Gameweek 37', 'Crystal Palace (H)']","['24 May 15:00', 'Gameweek 38', 'Stoke (A)']"
"West Brom","[1, 'SUN (H)', 1]","[2, 'SOU (A)', 8]","['30 Aug 15:00', 'Gameweek 3', 'Swansea (A)']","['13 Sep 15:00', 'Gameweek 4', 'Everton (H)']","['20 Sep 15:00', 'Gameweek 5', 'Spurs (A)']","['28 Sep 16:00', 'Gameweek 6', 'Burnley (H)']","['04 Oct 15:00', 'Gameweek 7', 'Liverpool (A)']","['20 Oct 20:00', 'Gameweek 8', 'Man Utd (H)']","['25 Oct 15:00', 'Gameweek 9', 'Crystal Palace (H)']","['01 Nov 15:00', 'Gameweek 10', 'Leicester (A)']","['09 Nov 13:30', 'Gameweek 11', 'Newcastle (H)']","['22 Nov 15:00', 'Gameweek 12', 'Chelsea (A)']","['29 Nov 12:45', 'Gameweek 13', 'Arsenal (H)']","['02 Dec 20:00', 'Gameweek 14', 'West Ham (H)']","['06 Dec 15:00', 'Gameweek 15', 'Hull (A)']","['13 Dec 15:00', 'Gameweek 16', 'Aston Villa (H)']","['20 Dec 15:00', 'Gameweek 17', 'QPR (A)']","['26 Dec 15:00', 'Gameweek 18', 'Man City (H)']","['28 Dec 15:00', 'Gameweek 19', 'Stoke (A)']","['01 Jan 15:00', 'Gameweek 20', 'West Ham (A)']","['10 Jan 15:00', 'Gameweek 21', 'Hull (H)']","['17 Jan 15:00', 'Gameweek 22', 'Everton (A)']","['31 Jan 15:00', 'Gameweek 23', 'Spurs (H)']","['07 Feb 15:00', 'Gameweek 24', 'Burnley (A)']","['10 Feb 20:00', 'Gameweek 25', 'Swansea (H)']","['21 Feb 15:00', 'Gameweek 26', 'Sunderland (A)']","['28 Feb 15:00', 'Gameweek 27', 'Southampton (H)']","['03 Mar 19:45', 'Gameweek 28', 'Aston Villa (A)']","['14 Mar 15:00', 'Gameweek 29', 'Stoke (H)']","['21 Mar 15:00', 'Gameweek 30', 'Man City (A)']","['04 Apr 15:00', 'Gameweek 31', 'QPR (H)']","['11 Apr 15:00', 'Gameweek 32', 'Leicester (H)']","['18 Apr 15:00', 'Gameweek 33', 'Crystal Palace (A)']","['25 Apr 15:00', 'Gameweek 34', 'Liverpool (H)']","['02 May 15:00', 'Gameweek 35', 'Man Utd (A)']","['09 May 15:00', 'Gameweek 36', 'Newcastle (A)']","['16 May 15:00', 'Gameweek 37', 'Chelsea (H)']","['24 May 15:00', 'Gameweek 38', 'Arsenal (A)']"
"Man City","[1, 'NEW (A)', 6]","[2, 'LIV (H)', 0]","['25 Aug 20:00', 'Gameweek 2', 'Liverpool (H)']","['30 Aug 15:00', 'Gameweek 3', 'Stoke (H)']","['13 Sep 12:45', 'Gameweek 4', 'Arsenal (A)']","['21 Sep 16:00', 'Gameweek 5', 'Chelsea (H)']","['27 Sep 15:00', 'Gameweek 6', 'Hull (A)']","['04 Oct 17:30', 'Gameweek 7', 'Aston Villa (A)']","['18 Oct 12:45', 'Gameweek 8', 'Spurs (H)']","['25 Oct 12:45', 'Gameweek 9', 'West Ham (A)']","['02 Nov 13:30', 'Gameweek 10', 'Man Utd (H)']","['08 Nov 17:30', 'Gameweek 11', 'QPR (A)']","['22 Nov 15:00', 'Gameweek 12', 'Swansea (H)']","['30 Nov 13:30', 'Gameweek 13', 'Southampton (A)']","['03 Dec 19:45', 'Gameweek 14', 'Sunderland (A)']","['06 Dec 15:00', 'Gameweek 15', 'Everton (H)']","['13 Dec 15:00', 'Gameweek 16', 'Leicester (A)']","['20 Dec 15:00', 'Gameweek 17', 'Crystal Palace (H)']","['26 Dec 15:00', 'Gameweek 18', 'West Brom (A)']","['28 Dec 15:00', 'Gameweek 19', 'Burnley (H)']","['01 Jan 15:00', 'Gameweek 20', 'Sunderland (H)']","['10 Jan 15:00', 'Gameweek 21', 'Everton (A)']","['17 Jan 15:00', 'Gameweek 22', 'Arsenal (H)']","['31 Jan 15:00', 'Gameweek 23', 'Chelsea (A)']","['07 Feb 15:00', 'Gameweek 24', 'Hull (H)']","['11 Feb 19:45', 'Gameweek 25', 'Stoke (A)']","['21 Feb 15:00', 'Gameweek 26', 'Newcastle (H)']","['28 Feb 15:00', 'Gameweek 27', 'Liverpool (A)']","['04 Mar 19:45', 'Gameweek 28', 'Leicester (H)']","['14 Mar 15:00', 'Gameweek 29', 'Burnley (A)']","['21 Mar 15:00', 'Gameweek 30', 'West Brom (H)']","['04 Apr 15:00', 'Gameweek 31', 'Crystal Palace (A)']","['11 Apr 15:00', 'Gameweek 32', 'Man Utd (A)']","['18 Apr 15:00', 'Gameweek 33', 'West Ham (H)']","['25 Apr 15:00', 'Gameweek 34', 'Aston Villa (H)']","['02 May 15:00', 'Gameweek 35', 'Spurs (A)']","['09 May 15:00', 'Gameweek 36', 'QPR (H)']","['16 May 15:00', 'Gameweek 37', 'Swansea (A)']","['24 May 15:00', 'Gameweek 38', 'Southampton (H)']"
"Sunderland","[1, 'WBA (A)', 2]","[2, 'MUN (H)', 8]","['30 Aug 15:00', 'Gameweek 3', 'QPR (A)']","['13 Sep 15:00', 'Gameweek 4', 'Spurs (H)']","['20 Sep 15:00', 'Gameweek 5', 'Burnley (A)']","['27 Sep 15:00', 'Gameweek 6', 'Swansea (H)']","['04 Oct 15:00', 'Gameweek 7', 'Stoke (H)']","['18 Oct 15:00', 'Gameweek 8', 'Southampton (A)']","['25 Oct 15:00', 'Gameweek 9', 'Arsenal (H)']","['03 Nov 20:00', 'Gameweek 10', 'Crystal Palace (A)']","['09 Nov 13:30', 'Gameweek 11', 'Everton (H)']","['22 Nov 15:00', 'Gameweek 12', 'Leicester (A)']","['29 Nov 17:30', 'Gameweek 13', 'Chelsea (H)']","['03 Dec 19:45', 'Gameweek 14', 'Man City (H)']","['06 Dec 15:00', 'Gameweek 15', 'Liverpool (A)']","['13 Dec 15:00', 'Gameweek 16', 'West Ham (H)']","['20 Dec 15:00', 'Gameweek 17', 'Newcastle (A)']","['26 Dec 15:00', 'Gameweek 18', 'Hull (H)']","['28 Dec 15:00', 'Gameweek 19', 'Aston Villa (A)']","['01 Jan 15:00', 'Gameweek 20', 'Man City (A)']","['10 Jan 15:00', 'Gameweek 21', 'Liverpool (H)']","['17 Jan 15:00', 'Gameweek 22', 'Spurs (A)']","['31 Jan 15:00', 'Gameweek 23', 'Burnley (H)']","['07 Feb 15:00', 'Gameweek 24', 'Swansea (A)']","['10 Feb 19:45', 'Gameweek 25', 'QPR (H)']","['21 Feb 15:00', 'Gameweek 26', 'West Brom (H)']","['28 Feb 15:00', 'Gameweek 27', 'Man Utd (A)']","['03 Mar 19:45', 'Gameweek 28', 'Hull (A)']","['14 Mar 15:00', 'Gameweek 29', 'Aston Villa (H)']","['21 Mar 15:00', 'Gameweek 30', 'West Ham (A)']","['04 Apr 15:00', 'Gameweek 31', 'Newcastle (H)']","['11 Apr 15:00', 'Gameweek 32', 'Crystal Palace (H)']","['18 Apr 15:00', 'Gameweek 33', 'Arsenal (A)']","['25 Apr 15:00', 'Gameweek 34', 'Stoke (A)']","['02 May 15:00', 'Gameweek 35', 'Southampton (H)']","['09 May 15:00', 'Gameweek 36', 'Everton (A)']","['16 May 15:00', 'Gameweek 37', 'Leicester (H)']","['24 May 15:00', 'Gameweek 38', 'Chelsea (A)']"
"Man Utd","[1, 'SWA (H)', 1]","[2, 'SUN (A)', 2]","['30 Aug 12:45', 'Gameweek 3', 'Burnley (A)']","['14 Sep 16:00', 'Gameweek 4', 'QPR (H)']","['21 Sep 13:30', 'Gameweek 5', 'Leicester (A)']","['27 Sep 15:00', 'Gameweek 6', 'West Ham (H)']","['05 Oct 12:00', 'Gameweek 7', 'Everton (H)']","['20 Oct 20:00', 'Gameweek 8', 'West Brom (A)']","['26 Oct 16:00', 'Gameweek 9', 'Chelsea (H)']","['02 Nov 13:30', 'Gameweek 10', 'Man City (A)']","['08 Nov 15:00', 'Gameweek 11', 'Crystal Palace (H)']","['22 Nov 17:30', 'Gameweek 12', 'Arsenal (A)']","['29 Nov 15:00', 'Gameweek 13', 'Hull (H)']","['02 Dec 19:45', 'Gameweek 14', 'Stoke (H)']","['06 Dec 15:00', 'Gameweek 15', 'Southampton (A)']","['13 Dec 15:00', 'Gameweek 16', 'Liverpool (H)']","['20 Dec 15:00', 'Gameweek 17', 'Aston Villa (A)']","['26 Dec 15:00', 'Gameweek 18', 'Newcastle (H)']","['28 Dec 15:00', 'Gameweek 19', 'Spurs (A)']","['01 Jan 15:00', 'Gameweek 20', 'Stoke (A)']","['10 Jan 15:00', 'Gameweek 21', 'Southampton (H)']","['17 Jan 15:00', 'Gameweek 22', 'QPR (A)']","['31 Jan 15:00', 'Gameweek 23', 'Leicester (H)']","['07 Feb 15:00', 'Gameweek 24', 'West Ham (A)']","['10 Feb 19:45', 'Gameweek 25', 'Burnley (H)']","['21 Feb 15:00', 'Gameweek 26', 'Swansea (A)']","['28 Feb 15:00', 'Gameweek 27', 'Sunderland (H)']","['04 Mar 19:45', 'Gameweek 28', 'Newcastle (A)']","['14 Mar 15:00', 'Gameweek 29', 'Spurs (H)']","['21 Mar 15:00', 'Gameweek 30', 'Liverpool (A)']","['04 Apr 15:00', 'Gameweek 31', 'Aston Villa (H)']","['11 Apr 15:00', 'Gameweek 32', 'Man City (H)']","['18 Apr 15:00', 'Gameweek 33', 'Chelsea (A)']","['25 Apr 15:00', 'Gameweek 34', 'Everton (A)']","['02 May 15:00', 'Gameweek 35', 'West Brom (H)']","['09 May 15:00', 'Gameweek 36', 'Crystal Palace (A)']","['16 May 15:00', 'Gameweek 37', 'Arsenal (H)']","['24 May 15:00', 'Gameweek 38', 'Hull (A)']"
"Newcastle","[1, 'MCI (H)', 2]","[2, 'AVL (A)', 6]","['30 Aug 15:00', 'Gameweek 3', 'Crystal Palace (H)']","['13 Sep 15:00', 'Gameweek 4', 'Southampton (A)']","['20 Sep 15:00', 'Gameweek 5', 'Hull (H)']","['29 Sep 20:00', 'Gameweek 6', 'Stoke (A)']","['04 Oct 15:00', 'Gameweek 7', 'Swansea (A)']","['18 Oct 15:00', 'Gameweek 8', 'Leicester (H)']","['25 Oct 15:00', 'Gameweek 9', 'Spurs (A)']","['01 Nov 12:45', 'Gameweek 10', 'Liverpool (H)']","['09 Nov 13:30', 'Gameweek 11', 'West Brom (A)']","['22 Nov 15:00', 'Gameweek 12', 'QPR (H)']","['29 Nov 15:00', 'Gameweek 13', 'West Ham (A)']","['02 Dec 19:45', 'Gameweek 14', 'Burnley (A)']","['06 Dec 15:00', 'Gameweek 15', 'Chelsea (H)']","['13 Dec 15:00', 'Gameweek 16', 'Arsenal (A)']","['20 Dec 15:00', 'Gameweek 17', 'Sunderland (H)']","['26 Dec 15:00', 'Gameweek 18', 'Man Utd (A)']","['28 Dec 15:00', 'Gameweek 19', 'Everton (H)']","['01 Jan 15:00', 'Gameweek 20', 'Burnley (H)']","['10 Jan 15:00', 'Gameweek 21', 'Chelsea (A)']","['17 Jan 15:00', 'Gameweek 22', 'Southampton (H)']","['31 Jan 15:00', 'Gameweek 23', 'Hull (A)']","['07 Feb 15:00', 'Gameweek 24', 'Stoke (H)']","['10 Feb 20:00', 'Gameweek 25', 'Crystal Palace (A)']","['21 Feb 15:00', 'Gameweek 26', 'Man City (A)']","['28 Feb 15:00', 'Gameweek 27', 'Aston Villa (H)']","['04 Mar 19:45', 'Gameweek 28', 'Man Utd (H)']","['14 Mar 15:00', 'Gameweek 29', 'Everton (A)']","['21 Mar 15:00', 'Gameweek 30', 'Arsenal (H)']","['04 Apr 15:00', 'Gameweek 31', 'Sunderland (A)']","['11 Apr 15:00', 'Gameweek 32', 'Liverpool (A)']","['18 Apr 15:00', 'Gameweek 33', 'Spurs (H)']","['25 Apr 15:00', 'Gameweek 34', 'Swansea (H)']","['02 May 15:00', 'Gameweek 35', 'Leicester (A)']","['09 May 15:00', 'Gameweek 36', 'West Brom (H)']","['16 May 15:00', 'Gameweek 37', 'QPR (A)']","['24 May 15:00', 'Gameweek 38', 'West Ham (H)']"
"QPR","[1, 'HUL (H)', 3]","[2, 'TOT (A)', 0]","['30 Aug 15:00', 'Gameweek 3', 'Sunderland (H)']","['14 Sep 16:00', 'Gameweek 4', 'Man Utd (A)']","['20 Sep 12:45', 'Gameweek 5', 'Stoke (H)']","['27 Sep 15:00', 'Gameweek 6', 'Southampton (A)']","['05 Oct 16:15', 'Gameweek 7', 'West Ham (A)']","['19 Oct 13:30', 'Gameweek 8', 'Liverpool (H)']","['27 Oct 20:00', 'Gameweek 9', 'Aston Villa (H)']","['01 Nov 15:00', 'Gameweek 10', 'Chelsea (A)']","['08 Nov 17:30', 'Gameweek 11', 'Man City (H)']","['22 Nov 15:00', 'Gameweek 12', 'Newcastle (A)']","['29 Nov 15:00', 'Gameweek 13', 'Leicester (H)']","['02 Dec 19:45', 'Gameweek 14', 'Swansea (A)']","['06 Dec 15:00', 'Gameweek 15', 'Burnley (H)']","['14 Dec 16:00', 'Gameweek 16', 'Everton (A)']","['20 Dec 15:00', 'Gameweek 17', 'West Brom (H)']","['26 Dec 15:00', 'Gameweek 18', 'Arsenal (A)']","['28 Dec 15:00', 'Gameweek 19', 'Crystal Palace (H)']","['01 Jan 15:00', 'Gameweek 20', 'Swansea (H)']","['10 Jan 15:00', 'Gameweek 21', 'Burnley (A)']","['17 Jan 15:00', 'Gameweek 22', 'Man Utd (H)']","['31 Jan 15:00', 'Gameweek 23', 'Stoke (A)']","['07 Feb 15:00', 'Gameweek 24', 'Southampton (H)']","['10 Feb 19:45', 'Gameweek 25', 'Sunderland (A)']","['21 Feb 15:00', 'Gameweek 26', 'Hull (A)']","['28 Feb 15:00', 'Gameweek 27', 'Spurs (H)']","['03 Mar 19:45', 'Gameweek 28', 'Arsenal (H)']","['14 Mar 15:00', 'Gameweek 29', 'Crystal Palace (A)']","['21 Mar 15:00', 'Gameweek 30', 'Everton (H)']","['04 Apr 15:00', 'Gameweek 31', 'West Brom (A)']","['11 Apr 15:00', 'Gameweek 32', 'Chelsea (H)']","['18 Apr 15:00', 'Gameweek 33', 'Aston Villa (A)']","['25 Apr 15:00', 'Gameweek 34', 'West Ham (H)']","['02 May 15:00', 'Gameweek 35', 'Liverpool (A)']","['09 May 15:00', 'Gameweek 36', 'Man City (A)']","['16 May 15:00', 'Gameweek 37', 'Newcastle (H)']","['24 May 15:00', 'Gameweek 38', 'Leicester (A)']"
"Spurs","[1, 'WHU (A)', 0]","[2, 'QPR (H)', 0]","['31 Aug 13:30', 'Gameweek 3', 'Liverpool (H)']","['13 Sep 15:00', 'Gameweek 4', 'Sunderland (A)']","['20 Sep 15:00', 'Gameweek 5', 'West Brom (H)']","['27 Sep 17:30', 'Gameweek 6', 'Arsenal (A)']","['04 Oct 15:00', 'Gameweek 7', 'Southampton (H)']","['18 Oct 12:45', 'Gameweek 8', 'Man City (A)']","['25 Oct 15:00', 'Gameweek 9', 'Newcastle (H)']","['02 Nov 16:00', 'Gameweek 10', 'Aston Villa (A)']","['08 Nov 15:00', 'Gameweek 11', 'Stoke (H)']","['23 Nov 16:00', 'Gameweek 12', 'Hull (A)']","['30 Nov 16:00', 'Gameweek 13', 'Everton (H)']","['03 Dec 19:45', 'Gameweek 14', 'Chelsea (A)']","['06 Dec 15:00', 'Gameweek 15', 'Crystal Palace (H)']","['13 Dec 15:00', 'Gameweek 16', 'Swansea (A)']","['20 Dec 15:00', 'Gameweek 17', 'Burnley (H)']","['26 Dec 15:00', 'Gameweek 18', 'Leicester (A)']","['28 Dec 15:00', 'Gameweek 19', 'Man Utd (H)']","['01 Jan 15:00', 'Gameweek 20', 'Chelsea (H)']","['10 Jan 15:00', 'Gameweek 21', 'Crystal Palace (A)']","['17 Jan 15:00', 'Gameweek 22', 'Sunderland (H)']","['31 Jan 15:00', 'Gameweek 23', 'West Brom (A)']","['07 Feb 15:00', 'Gameweek 24', 'Arsenal (H)']","['10 Feb 20:00', 'Gameweek 25', 'Liverpool (A)']","['21 Feb 15:00', 'Gameweek 26', 'West Ham (H)']","['28 Feb 15:00', 'Gameweek 27', 'QPR (A)']","['04 Mar 19:45', 'Gameweek 28', 'Swansea (H)']","['14 Mar 15:00', 'Gameweek 29', 'Man Utd (A)']","['21 Mar 15:00', 'Gameweek 30', 'Leicester (H)']","['04 Apr 15:00', 'Gameweek 31', 'Burnley (A)']","['11 Apr 15:00', 'Gameweek 32', 'Aston Villa (H)']","['18 Apr 15:00', 'Gameweek 33', 'Newcastle (A)']","['25 Apr 15:00', 'Gameweek 34', 'Southampton (A)']","['02 May 15:00', 'Gameweek 35', 'Man City (H)']","['09 May 15:00', 'Gameweek 36', 'Stoke (A)']","['16 May 15:00', 'Gameweek 37', 'Hull (H)']","['24 May 15:00', 'Gameweek 38', 'Everton (A)']"
"Swansea","[1, 'WHU (A)', 0]","[2, 'BUR (H)', 0]","['30 Aug 15:00', 'Gameweek 3', 'West Brom (H)']","['13 Sep 15:00', 'Gameweek 4', 'Chelsea (A)']","['20 Sep 15:00', 'Gameweek 5', 'Southampton (H)']","['27 Sep 15:00', 'Gameweek 6', 'Sunderland (A)']","['04 Oct 15:00', 'Gameweek 7', 'Newcastle (H)']","['19 Oct 16:00', 'Gameweek 8', 'Stoke (A)']","['25 Oct 17:30', 'Gameweek 9', 'Leicester (H)']","['01 Nov 15:00', 'Gameweek 10', 'Everton (A)']","['09 Nov 16:00', 'Gameweek 11', 'Arsenal (H)']","['22 Nov 15:00', 'Gameweek 12', 'Man City (A)']","['29 Nov 15:00', 'Gameweek 13', 'Crystal Palace (H)']","['02 Dec 19:45', 'Gameweek 14', 'QPR (H)']","['06 Dec 15:00', 'Gameweek 15', 'West Ham (A)']","['13 Dec 15:00', 'Gameweek 16', 'Spurs (H)']","['20 Dec 15:00', 'Gameweek 17', 'Hull (A)']","['26 Dec 15:00', 'Gameweek 18', 'Aston Villa (H)']","['28 Dec 15:00', 'Gameweek 19', 'Liverpool (A)']","['01 Jan 15:00', 'Gameweek 20', 'QPR (A)']","['10 Jan 15:00', 'Gameweek 21', 'West Ham (H)']","['17 Jan 15:00', 'Gameweek 22', 'Chelsea (H)']","['31 Jan 15:00', 'Gameweek 23', 'Southampton (A)']","['07 Feb 15:00', 'Gameweek 24', 'Sunderland (H)']","['10 Feb 20:00', 'Gameweek 25', 'West Brom (A)']","['21 Feb 15:00', 'Gameweek 26', 'Man Utd (H)']","['28 Feb 15:00', 'Gameweek 27', 'Burnley (A)']","['04 Mar 19:45', 'Gameweek 28', 'Spurs (A)']","['14 Mar 15:00', 'Gameweek 29', 'Liverpool (H)']","['21 Mar 15:00', 'Gameweek 30', 'Aston Villa (A)']","['04 Apr 15:00', 'Gameweek 31', 'Hull (H)']","['11 Apr 15:00', 'Gameweek 32', 'Everton (H)']","['18 Apr 15:00', 'Gameweek 33', 'Leicester (A)']","['25 Apr 15:00', 'Gameweek 34', 'Newcastle (A)']","['02 May 15:00', 'Gameweek 35', 'Stoke (H)']","['09 May 15:00', 'Gameweek 36', 'Arsenal (A)']","['16 May 15:00', 'Gameweek 37', 'Man City (H)']","['24 May 15:00', 'Gameweek 38', 'Crystal Palace (A)']"
